Date,Time,Process,PowerShellCommand_Start,PowerShellCommand_Kill
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7528 -Force
2024-04-15,15:50:31.248024,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 5740 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 10032 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7528 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 23244 -Force
2024-04-15,15:49:30.203196,dllhost.exe,Start-Process -FilePath 'dllhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 11912 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 848 -Force
2024-04-15,15:49:30.203196,OSDService.exe,Start-Process -FilePath 'OSDService.exe' -NoNewWindow -PassThru,Stop-Process -Id 5052 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4704 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 9448 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 5576 -Force
2024-04-15,15:49:30.203196,WUDFHost.exe,Start-Process -FilePath 'WUDFHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1956 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2444 -Force
2024-04-15,15:50:31.248024,OSDService.exe,Start-Process -FilePath 'OSDService.exe' -NoNewWindow -PassThru,Stop-Process -Id 5052 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 16484 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4812 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4704 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12524 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 6816 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 2572 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4812 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 23748 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5756 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 27408 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6844 -Force
2024-04-15,15:49:30.203196,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 10188 -Force
2024-04-15,15:50:31.248024,DtsApo4Service.exe,Start-Process -FilePath 'DtsApo4Service.exe' -NoNewWindow -PassThru,Stop-Process -Id 4740 -Force
2024-04-15,15:50:31.248024,SecurityHealthService.exe,Start-Process -FilePath 'SecurityHealthService.exe' -NoNewWindow -PassThru,Stop-Process -Id 13788 -Force
2024-04-15,15:50:31.248024,explorer.exe,Start-Process -FilePath 'explorer.exe' -NoNewWindow -PassThru,Stop-Process -Id 8728 -Force
2024-04-15,15:50:31.248024,fontdrvhost.exe,Start-Process -FilePath 'fontdrvhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1756 -Force
2024-04-15,15:49:30.203196,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 20788 -Force
2024-04-15,15:49:30.203196,SystemSettingsBroker.exe,Start-Process -FilePath 'SystemSettingsBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 4620 -Force
2024-04-15,15:49:30.203196,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 13108 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5756 -Force
2024-04-15,15:50:31.248024,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 9128 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6844 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12704 -Force
